AB19606,AB030,genes,STRING_names,gene_orthologs,unique_name,citation,gene_name,type,condition,medLFC,FDR,gene_name_stylized,Pathway
GO593_08770,IX87_16860,unknown,IX87_16860,GO593_08770,tonB,https://www.genome.jp/dbget-bin/www_bget?ko:K03832,.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.1285040351389,0.9999792840681,italic('tonB'),
GO593_08770,IX87_16860,unknown,IX87_16860,GO593_08770,tonB,https://www.genome.jp/dbget-bin/www_bget?ko:K03832,.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0377420621443444,1,italic('tonB'),
GO593_08700,IX87_16760,topA,topA,topA,topA,"",topA,perfect,fosfomycin_T2_1 - none_T2_1a,-2.41483029880666,5.00885770904242e-05,italic('topA'),
GO593_08700,IX87_16760,topA,topA,topA,topA,"",topA,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.67298316342695,0.0155636295258257,italic('topA'),
GO593_08165,IX87_16210,tpiA,tpiA,tpiA,tpiA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.853924104363426,0.839593002685535,italic('tpiA'),
GO593_08165,IX87_16210,tpiA,tpiA,tpiA,tpiA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0999312058154854,1,italic('tpiA'),
GO593_04600,IX87_12585,trmD,trmD,trmD,trmD,"",trmD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.670665718184597,0.999993065836652,italic('trmD'),
GO593_04600,IX87_12585,trmD,trmD,trmD,trmD,"",trmD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0500473013599907,1,italic('trmD'),
GO593_02490,IX87_10075,trpS,IX87_10075,trpS,trpS,"",trpS,perfect,fosfomycin_T2_1 - none_T2_1a,-1.25168964272862,0.386910732638485,italic('trpS'),tRNA Ligase
GO593_02490,IX87_10075,trpS,IX87_10075,trpS,trpS,"",trpS,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0529988370180903,0.606257374587265,italic('trpS'),tRNA Ligase
GO593_09665,IX87_17730,tsaB,tsaB,tsaB,tsaB,"",tsaB,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.204324260470407,0.999999766725436,italic('tsaB'),
GO593_09665,IX87_17730,tsaB,tsaB,tsaB,tsaB,"",tsaB,perfect,fosfomycin_T2_1 - none_T2_1a,-1.05902874090916,1,italic('tsaB'),
GO593_07410,IX87_15400,tsaC,tsaC,tsaC,tsaC,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.281476970882446,0.995926958983739,italic('tsaC'),
GO593_07410,IX87_15400,tsaC,tsaC,tsaC,tsaC,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0490991831624096,0.999999999999926,italic('tsaC'),
GO593_00115,IX87_07335,"tsaD, gcp",tsaD,tsaD,tsaD,"",tsaD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.413178728778605,0.984750513013879,italic('tsaD'),
GO593_00115,IX87_07335,"tsaD, gcp",tsaD,tsaD,tsaD,"",tsaD,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.00752785044146458,0.999999998455071,italic('tsaD'),
GO593_18340,IX87_06560,tsaE,tsaE,tsaE,tsaE,"",tsaE,perfect,fosfomycin_T2_1 - none_T2_1a,-0.284643239185312,0.91975062583521,italic('tsaE'),
GO593_18340,IX87_06560,tsaE,tsaE,tsaE,tsaE,"",tsaE,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0816006469581062,1,italic('tsaE'),
GO593_00865,IX87_07985,tsf,tsf,tsf,tsf,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.623535430574254,0.807358843471185,italic('tsf'),
GO593_00865,IX87_07985,tsf,tsf,tsf,tsf,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0574841582263325,0.999946592575273,italic('tsf'),
GO593_08380,IX87_16435,"sirA, tusA",tusA,tusA,tusA,"",tusA,perfect,fosfomycin_T2_1 - none_T2_1a,-0.11300819190372,0.999999999990052,italic('tusA'),
GO593_08380,IX87_16435,"sirA, tusA",tusA,tusA,tusA,"",tusA,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0236822053127961,1,italic('tusA'),
GO593_17825,IX87_21755,tusD,tusD,tusD,tusD,"",tusD,perfect,fosfomycin_T2_1 - none_T2_1a,-0.068230547745106,0.999999999990052,italic('tusD'),
GO593_17825,IX87_21755,tusD,tusD,tusD,tusD,"",tusD,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0270725687273212,0.999999999999912,italic('tusD'),
GO593_06155,IX87_14380,"tyrS, tyrZ",IX87_14380,"tyrS, tyrZ",tyrS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-1.10024770178094,0.0655954161618728,italic('tyrS'),tRNA Ligase
GO593_06155,IX87_14380,"tyrS, tyrZ",IX87_14380,"tyrS, tyrZ",tyrS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.182237476233555,0.980599558976235,italic('tyrS'),tRNA Ligase
GO593_00995,IX87_08120,ubiA,ubiA,ubiA,ubiA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0385906375576908,0.999999594900128,italic('ubiA'),
GO593_00995,IX87_08120,ubiA,ubiA,ubiA,ubiA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0799761885148629,0.999999999957629,italic('ubiA'),
GO593_08265,IX87_16320,ubiE,ubiE,ubiE,ubiE,"",ubiE,perfect,fosfomycin_T2_1 - none_T2_1a,-2.71126371312423,2.56601657571315e-05,italic('ubiE'),
GO593_08265,IX87_16320,ubiE,ubiE,ubiE,ubiE,"",ubiE,mismatch,fosfomycin_T2_1 - none_T2_1a,-1.24248348767856,0.279967206904914,italic('ubiE'),
GO593_06510,IX87_14760,ubiG,ubiG,ubiG,ubiG,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.226658534577108,0.999992236089007,italic('ubiG'),
GO593_06510,IX87_14760,ubiG,ubiG,ubiG,ubiG,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.10605692785783,1,italic('ubiG'),
GO593_11930,IX87_05745,ubiH,AIL78154.1,ubiH,ubiH,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.12324274189554,0.999999966194811,italic('ubiH'),
GO593_11930,IX87_05745,ubiH,AIL78154.1,ubiH,ubiH,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0666604954453902,1,italic('ubiH'),
GO593_11935,IX87_05740,ubiI,ubiI,ubiI,ubiI,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.240077879812374,0.999999999990052,italic('ubiI'),
GO593_11935,IX87_05740,ubiI,ubiI,ubiI,ubiI,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0759413245162606,1,italic('ubiI'),
GO593_17735,IX87_21660,"uppS, ispU",uppS,uppS,uppS,"",uppS,mismatch,fosfomycin_T2_1 - none_T2_1a,0.607309035516573,0.0046272070848466,italic('uppS'),
GO593_17735,IX87_21660,"uppS, ispU",uppS,uppS,uppS,"",uppS,perfect,fosfomycin_T2_1 - none_T2_1a,0.720281936805781,0.404353182425946,italic('uppS'),
GO593_02715,IX87_10295,valS,AIL79006.1,valS,valS,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.706923345952441,0.987739196083598,italic('valS'),tRNA Ligase
GO593_02715,IX87_10295,valS,AIL79006.1,valS,valS,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.186679189988234,0.999999999999348,italic('valS'),tRNA Ligase
GO593_06865,IX87_14860,wzx,IX87_14860,wzx,wzx,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.160374473825747,0.999999999990052,italic('wzx'),
GO593_06865,IX87_14860,wzx,IX87_14860,wzx,wzx,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0824498353059002,1,italic('wzx'),
GO593_02585,IX87_10160,ybeD,ybeD,ybeD,ybeD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.0270877383547023,1,italic('ybeD'),
GO593_02585,IX87_10160,ybeD,ybeD,ybeD,ybeD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.0310094004085851,1,italic('ybeD'),
GO593_03925,IX87_11850,ybeY,ybeY,ybeY,ybeY,"",ybeY,perfect,fosfomycin_T2_1 - none_T2_1a,-0.0768751275984847,0.999999745121714,italic('ybeY'),
GO593_03925,IX87_11850,ybeY,ybeY,ybeY,ybeY,"",ybeY,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0317337470508757,1,italic('ybeY'),
GO593_01925,IX87_09445,ybgC,ybgC,ybgC,ybgC,"",ybgC,perfect,fosfomycin_T2_1 - none_T2_1a,-0.402583394405862,0.999999986536661,italic('ybgC'),
GO593_01925,IX87_09445,ybgC,ybgC,ybgC,ybgC,"",ybgC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.154373454459529,1,italic('ybgC'),
GO593_10265,IX87_18405,yceD,AIL80506.1,yceD,yceD,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,0.398999598811539,0.992576830108953,italic('yceD'),
GO593_10265,IX87_18405,yceD,AIL80506.1,yceD,yceD,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,0.32791590877595,0.999990029863012,italic('yceD'),
GO593_03135,IX87_11000,ygfZ,ygfZ,ygfZ,ygfZ,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.282010346059433,0.999951419201556,italic('ygfZ'),
GO593_03135,IX87_11000,ygfZ,ygfZ,ygfZ,ygfZ,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.0881557194943336,1,italic('ygfZ'),
GO593_06240,IX87_14465,"oxaA, yidC",yidC,yidC,yidC,"",yidC,perfect,fosfomycin_T2_1 - none_T2_1a,-2.64763915916826,0.00641358994791035,italic('yidC'),
GO593_06240,IX87_14465,"oxaA, yidC",yidC,yidC,yidC,"",yidC,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.680118958630281,0.27268437182748,italic('yidC'),
GO593_04235,IX87_12170,yihA,IX87_12170,yihA,yihA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.549069360133183,0.987006927034205,italic('yihA'),
GO593_04235,IX87_12170,yihA,IX87_12170,yihA,yihA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.356996262522807,0.996381347861831,italic('yihA'),
GO593_10185,IX87_18325,zipA,zipA,zipA,zipA,"",.,perfect,fosfomycin_T2_1 - none_T2_1a,-0.859320707481285,0.947735718365549,italic('zipA'),
GO593_10185,IX87_18325,zipA,zipA,zipA,zipA,"",.,mismatch,fosfomycin_T2_1 - none_T2_1a,-0.498605810620337,0.999999992948991,italic('zipA'),
